w_u,adam_epochs,lbfgs_epochs,architecture,T_mse,T_rel_l2,T_nrmse,u_mse,u_rel_l2,u_nrmse,T_pde_residual_rms,u_pde_residual_rms
30.0,6000,30,64-64-64-64-64-64,0.0014515056046032727,0.38481700463090374,0.038098629957037465,1.6079340844120247e-07,1.5509597624668057,0.08798946067783552,0.03048594668507576,0.0006654175231233239
30.0,6000,30,32-32-32-32-32-32-32-32-32-32,0.0009042910654703892,0.3037379211534972,0.030071432713962752,3.87401402727196e-07,2.4073930619845596,0.136576861817921,0.026741836220026016,0.0008989927009679377
30.0,6000,30,128-128-128-128,0.0018483583375418168,0.43424815473226525,0.042992538161195096,1.8316373150891395e-07,1.6553359668562215,0.09391095919383642,0.049191828817129135,0.0008007060969248414
30.0,6000,30,128-64-32-32-64-128,0.010380003249063269,1.0290669749763595,0.10188230096078155,1.7332302091736902e-06,5.092071991721789,0.28888477904268084,0.11701817810535431,0.0017286041984334588
30.0,6000,30,32-64-128-128-64-32,0.001477761573294188,0.38828184166820295,0.03844166454895245,1.6545700911912838e-06,4.975182255956733,0.28225335954512865,0.023603955283761024,0.0014901685062795877
